Invoice ID,Product Name,Product Category,Quantity,Transaction Date,Customer ID,Country/Region,Unit Price
INV536391,Soap,Baby & Personal Care,1,2025-05-06 19:51,CUST11173,United Kingdom,1.5
INV536391,Eggs,Dairy & Eggs,2,2025-05-06 19:51,CUST11173,United Kingdom,2.99
INV536391,Butter,Dairy & Eggs,5,2025-05-06 19:51,CUST11173,United Kingdom,3.49
INV536392,Soda,Beverages,2,2025-02-15 20:31,CUST19697,United Kingdom,1.79
INV536392,Bagel,Bakery,1,2025-02-15 20:31,CUST19697,United Kingdom,1.5
INV536392,Tomato Sauce,Pantry,1,2025-02-15 20:31,CUST19697,United Kingdom,2.79
INV536392,Milk,Dairy & Eggs,3,2025-02-15 20:31,CUST19697,United Kingdom,1.99
INV536393,Cake,Bakery,2,2025-08-06 10:19,CUST12049,United Kingdom,12.0
INV536393,Beer,Beverages,1,2025-08-06 10:19,CUST12049,United Kingdom,8.99
INV536393,Water,Beverages,1,2025-08-06 10:19,CUST12049,United Kingdom,0.99
INV536393,Diapers,Baby & Personal Care,2,2025-08-06 10:19,CUST12049,United Kingdom,19.99
INV536393,Tomato Sauce,Pantry,5,2025-08-06 10:19,CUST12049,United Kingdom,2.79
INV536393,Baby Wipes,Baby & Personal Care,3,2025-08-06 10:19,CUST12049,United Kingdom,3.99
INV536393,Tea,Pantry,1,2025-08-06 10:19,CUST12049,United Kingdom,4.5
INV536393,Yogurt,Dairy & Eggs,1,2025-08-06 10:19,CUST12049,United Kingdom,1.2
INV536393,Soap,Baby & Personal Care,5,2025-08-06 10:19,CUST12049,United Kingdom,1.5
INV536394,Coffee,Pantry,1,2025-03-21 13:41,CUST10362,United Kingdom,7.99
INV536394,Milk,Dairy & Eggs,4,2025-03-21 13:41,CUST10362,United Kingdom,1.99
INV536394,Cookies,Bakery,5,2025-03-21 13:41,CUST10362,United Kingdom,3.0
INV536394,Tomato Sauce,Pantry,1,2025-03-21 13:41,CUST10362,United Kingdom,2.79
INV536395,Cheese,Dairy & Eggs,2,2025-08-31 15:16,CUST10301,United Kingdom,5.99
INV536395,Croissant,Bakery,5,2025-08-31 15:16,CUST10301,United Kingdom,1.8
INV536395,Water,Beverages,1,2025-08-31 15:16,CUST10301,United Kingdom,0.99
INV536395,Milk,Dairy & Eggs,2,2025-08-31 15:16,CUST10301,United Kingdom,1.99
INV536396,Beer,Beverages,1,2025-01-11 09:00,CUST13780,United Kingdom,8.99
INV536396,Cheese,Dairy & Eggs,1,2025-01-11 09:00,CUST13780,United Kingdom,5.99
INV536396,Diapers,Baby & Personal Care,1,2025-01-11 09:00,CUST13780,United Kingdom,19.99
INV536396,Jam,Pantry,3,2025-01-11 09:00,CUST13780,United Kingdom,4.2
INV536396,Baby Wipes,Baby & Personal Care,2,2025-01-11 09:00,CUST13780,United Kingdom,3.99
INV536396,Tomato Sauce,Pantry,2,2025-01-11 09:00,CUST13780,United Kingdom,2.79
INV536396,Pasta,Pantry,4,2025-01-11 09:00,CUST13780,United Kingdom,1.49
INV536396,Croissant,Bakery,1,2025-01-11 09:00,CUST13780,United Kingdom,1.8
INV536396,Bread,Bakery,1,2025-01-11 09:00,CUST13780,United Kingdom,2.5
INV536396,Yogurt,Dairy & Eggs,1,2025-01-11 09:00,CUST13780,United Kingdom,1.2
INV536396,Butter,Dairy & Eggs,10,2025-01-11 09:00,CUST13780,United Kingdom,3.49
INV536397,Beer,Beverages,5,2025-10-16 12:37,CUST12529,United Kingdom,8.99
INV536397,Yogurt,Dairy & Eggs,4,2025-10-16 12:37,CUST12529,United Kingdom,1.2
INV536397,Rice,Pantry,1,2025-10-16 12:37,CUST12529,United Kingdom,3.2
INV536397,Tea,Pantry,4,2025-10-16 12:37,CUST12529,United Kingdom,4.5
INV536398,Cheese,Dairy & Eggs,1,2025-02-02 16:43,CUST14801,France,5.99
INV536398,Sugar,Pantry,1,2025-02-02 16:43,CUST14801,France,2.1
INV536398,Bread,Bakery,1,2025-02-02 16:43,CUST14801,France,2.5
INV536398,Coffee,Pantry,1,2025-02-02 16:43,CUST14801,France,7.99
INV536398,Milk,Dairy & Eggs,1,2025-02-02 16:43,CUST14801,France,1.99
INV536399,Cheese,Dairy & Eggs,2,2025-08-31 18:08,CUST11187,United Kingdom,5.99
INV536399,Wine,Beverages,10,2025-08-31 18:08,CUST11187,United Kingdom,14.99
INV536399,Soda,Beverages,2,2025-08-31 18:08,CUST11187,United Kingdom,1.79
INV536400,Cheese,Dairy & Eggs,1,2025-03-09 14:46,CUST15581,Germany,5.99
INV536400,Water,Beverages,1,2025-03-09 14:46,CUST15581,Germany,0.99
INV536400,Tomato Sauce,Pantry,2,2025-03-09 14:46,CUST15581,Germany,2.79
INV536400,Pasta,Pantry,3,2025-03-09 14:46,CUST15581,Germany,1.49
INV536400,Bread,Bakery,1,2025-03-09 14:46,CUST15581,Germany,2.5
INV536400,Soap,Baby & Personal Care,4,2025-03-09 14:46,CUST15581,Germany,1.5
INV536400,Eggs,Dairy & Eggs,1,2025-03-09 14:46,CUST15581,Germany,2.99
INV536400,Milk,Dairy & Eggs,1,2025-03-09 14:46,CUST15581,Germany,1.99
INV536400,Butter,Dairy & Eggs,1,2025-03-09 14:46,CUST15581,Germany,3.49
INV536401,Eggs,Dairy & Eggs,1,2025-08-14 09:46,CUST11817,United Kingdom,2.99
INV536401,Croissant,Bakery,4,2025-08-14 09:46,CUST11817,United Kingdom,1.8
INV536402,Wine,Beverages,1,2025-01-16 17:37,CUST12997,Germany,14.99
INV536402,Bagel,Bakery,1,2025-01-16 17:37,CUST12997,Germany,1.5
INV536402,Water,Beverages,2,2025-01-16 17:37,CUST12997,Germany,0.99
INV536402,Cookies,Bakery,2,2025-01-16 17:37,CUST12997,Germany,3.0
INV536403,Cheese,Dairy & Eggs,1,2025-10-08 18:32,CUST11990,Germany,5.99
INV536403,Tomato Sauce,Pantry,1,2025-10-08 18:32,CUST11990,Germany,2.79
INV536403,Jam,Pantry,1,2025-10-08 18:32,CUST11990,Germany,4.2
INV536403,Bread,Bakery,1,2025-10-08 18:32,CUST11990,Germany,2.5
INV536403,Wine,Beverages,1,2025-10-08 18:32,CUST11990,Germany,14.99
INV536403,Milk,Dairy & Eggs,3,2025-10-08 18:32,CUST11990,Germany,1.99
INV536403,Butter,Dairy & Eggs,2,2025-10-08 18:32,CUST11990,Germany,3.49
INV536404,Cookies,Bakery,3,2025-01-11 10:15,CUST14174,Germany,3.0
INV536404,Tea,Pantry,2,2025-01-11 10:15,CUST14174,Germany,4.5
INV536404,Bread,Bakery,1,2025-01-11 10:15,CUST14174,Germany,2.5
INV536404,Croissant,Bakery,1,2025-01-11 10:15,CUST14174,Germany,1.8
INV536404,Milk,Dairy & Eggs,1,2025-01-11 10:15,CUST14174,Germany,1.99
INV536405,Jam,Pantry,1,2025-05-31 09:04,CUST17198,Germany,4.2
INV536405,Tomato Sauce,Pantry,1,2025-05-31 09:04,CUST17198,Germany,2.79
INV536405,Cookies,Bakery,5,2025-05-31 09:04,CUST17198,Germany,3.0
INV536405,Soda,Beverages,3,2025-05-31 09:04,CUST17198,Germany,1.79
INV536405,Pasta,Pantry,1,2025-05-31 09:04,CUST17198,Germany,1.49
INV536405,Tea,Pantry,2,2025-05-31 09:04,CUST17198,Germany,4.5
INV536405,Sugar,Pantry,1,2025-05-31 09:04,CUST17198,Germany,2.1
INV536405,Bread,Bakery,3,2025-05-31 09:04,CUST17198,Germany,2.5
INV536405,Coffee,Pantry,5,2025-05-31 09:04,CUST17198,Germany,7.99
INV536405,Eggs,Dairy & Eggs,1,2025-05-31 09:04,CUST17198,Germany,2.99
INV536405,Milk,Dairy & Eggs,2,2025-05-31 09:04,CUST17198,Germany,1.99
INV536405,Butter,Dairy & Eggs,1,2025-05-31 09:04,CUST17198,Germany,3.49
INV536406,Soda,Beverages,2,2025-08-24 10:38,CUST14604,France,1.79
INV536406,Rice,Pantry,2,2025-08-24 10:38,CUST14604,France,3.2
INV536407,Water,Beverages,2,2025-06-28 08:40,CUST10100,United Kingdom,0.99
INV536407,Tomato Sauce,Pantry,2,2025-06-28 08:40,CUST10100,United Kingdom,2.79
INV536407,Cookies,Bakery,1,2025-06-28 08:40,CUST10100,United Kingdom,3.0
INV536407,Pasta,Pantry,1,2025-06-28 08:40,CUST10100,United Kingdom,1.49
INV536407,Tea,Pantry,2,2025-06-28 08:40,CUST10100,United Kingdom,4.5
INV536407,Bread,Bakery,3,2025-06-28 08:40,CUST10100,United Kingdom,2.5
INV536407,Yogurt,Dairy & Eggs,1,2025-06-28 08:40,CUST10100,United Kingdom,1.2
INV536407,Butter,Dairy & Eggs,1,2025-06-28 08:40,CUST10100,United Kingdom,3.49
INV536408,Water,Beverages,1,2025-01-03 18:43,CUST18003,United Kingdom,0.99
INV536408,Soda,Beverages,2,2025-01-03 18:43,CUST18003,United Kingdom,1.79
INV536408,Yogurt,Dairy & Eggs,1,2025-01-03 18:43,CUST18003,United Kingdom,1.2
INV536408,Soap,Baby & Personal Care,1,2025-01-03 18:43,CUST18003,United Kingdom,1.5
INV536408,Milk,Dairy & Eggs,1,2025-01-03 18:43,CUST18003,United Kingdom,1.99
INV536408,Butter,Dairy & Eggs,1,2025-01-03 18:43,CUST18003,United Kingdom,3.49
INV536409,Cheese,Dairy & Eggs,2,2025-12-21 16:45,CUST19077,United Kingdom,5.99
INV536409,Wine,Beverages,4,2025-12-21 16:45,CUST19077,United Kingdom,14.99
INV536409,Water,Beverages,1,2025-12-21 16:45,CUST19077,United Kingdom,0.99
INV536409,Baby Wipes,Baby & Personal Care,1,2025-12-21 16:45,CUST19077,United Kingdom,3.99
INV536410,Cake,Bakery,2,2025-08-11 19:37,CUST15117,United Kingdom,12.0
INV536410,Pasta,Pantry,2,2025-08-11 19:37,CUST15117,United Kingdom,1.49
INV536411,Beer,Beverages,1,2025-02-11 09:33,CUST11962,Germany,8.99
INV536411,Tomato Sauce,Pantry,4,2025-02-11 09:33,CUST11962,Germany,2.79
INV536411,Baby Wipes,Baby & Personal Care,2,2025-02-11 09:33,CUST11962,Germany,3.99
INV536411,Croissant,Bakery,2,2025-02-11 09:33,CUST11962,Germany,1.8
INV536411,Shampoo,Baby & Personal Care,1,2025-02-11 09:33,CUST11962,Germany,4.99
INV536412,Beer,Beverages,2,2025-06-04 17:48,CUST12503,United Kingdom,8.99
INV536412,Cookies,Bakery,1,2025-06-04 17:48,CUST12503,United Kingdom,3.0
INV536412,Tea,Pantry,5,2025-06-04 17:48,CUST12503,United Kingdom,4.5
INV536412,Croissant,Bakery,2,2025-06-04 17:48,CUST12503,United Kingdom,1.8
INV536412,Eggs,Dairy & Eggs,10,2025-06-04 17:48,CUST12503,United Kingdom,2.99
INV536412,Bagel,Bakery,1,2025-06-04 17:48,CUST12503,United Kingdom,1.5
INV536413,Beer,Beverages,1,2025-05-21 19:53,CUST18113,United Kingdom,8.99
INV536413,Wine,Beverages,1,2025-05-21 19:53,CUST18113,United Kingdom,14.99
INV536413,Cheese,Dairy & Eggs,1,2025-05-21 19:53,CUST18113,United Kingdom,5.99
INV536414,Soda,Beverages,1,2025-12-05 20:29,CUST18032,United Kingdom,1.79
INV536414,Pasta,Pantry,2,2025-12-05 20:29,CUST18032,United Kingdom,1.49
INV536414,Bagel,Bakery,2,2025-12-05 20:29,CUST18032,United Kingdom,1.5
INV536414,Rice,Pantry,1,2025-12-05 20:29,CUST18032,United Kingdom,3.2
INV536414,Milk,Dairy & Eggs,2,2025-12-05 20:29,CUST18032,United Kingdom,1.99
INV536415,Beer,Beverages,1,2025-04-28 20:35,CUST18429,Germany,8.99
INV536415,Cheese,Dairy & Eggs,3,2025-04-28 20:35,CUST18429,Germany,5.99
INV536415,Tomato Sauce,Pantry,1,2025-04-28 20:35,CUST18429,Germany,2.79
INV536415,Pasta,Pantry,2,2025-04-28 20:35,CUST18429,Germany,1.49
INV536415,Bread,Bakery,1,2025-04-28 20:35,CUST18429,Germany,2.5
INV536415,Milk,Dairy & Eggs,1,2025-04-28 20:35,CUST18429,Germany,1.99
INV536415,Butter,Dairy & Eggs,2,2025-04-28 20:35,CUST18429,Germany,3.49
INV536416,Coffee,Pantry,1,2025-09-21 08:35,CUST10097,United Kingdom,7.99
INV536416,Milk,Dairy & Eggs,1,2025-09-21 08:35,CUST10097,United Kingdom,1.99
INV536416,Tea,Pantry,4,2025-09-21 08:35,CUST10097,United Kingdom,4.5
INV536416,Juice,Beverages,1,2025-09-21 08:35,CUST10097,United Kingdom,3.5
INV536417,Beer,Beverages,1,2025-10-15 15:42,CUST12282,United Kingdom,8.99
INV536417,Water,Beverages,1,2025-10-15 15:42,CUST12282,United Kingdom,0.99
INV536417,Juice,Beverages,1,2025-10-15 15:42,CUST12282,United Kingdom,3.5
INV536417,Diapers,Baby & Personal Care,2,2025-10-15 15:42,CUST12282,United Kingdom,19.99
INV536417,Rice,Pantry,3,2025-10-15 15:42,CUST12282,United Kingdom,3.2
INV536417,Milk,Dairy & Eggs,2,2025-10-15 15:42,CUST12282,United Kingdom,1.99
INV536418,Jam,Pantry,1,2025-08-31 08:24,CUST15883,United Kingdom,4.2
INV536418,Water,Beverages,4,2025-08-31 08:24,CUST15883,United Kingdom,0.99
INV536418,Cookies,Bakery,1,2025-08-31 08:24,CUST15883,United Kingdom,3.0
INV536418,Tea,Pantry,2,2025-08-31 08:24,CUST15883,United Kingdom,4.5
